ID,GENDER,AGE_PRD,HOM_PST_NO
5798,1,40PRD,17
5799,2,40PRD,510
5800,2,40PRD,120
5801,2,40PRD,100
5802,1,40PRD,280
5803,2,40PRD,
5804,2,40PRD,0
5805,1,40PRD,130
5806,2,40PRD,100
5807,1,40PRD,65
5808,1,40PRD,17
5809,2,40PRD,40
5810,2,40PRD,540
5811,1,40PRD,
5812,2,40PRD,500
5813,1,40PRD,30
5814,2,40PRD,28
5815,2,40PRD,480
5816,1,40PRD,350
5817,1,40PRD,20
5818,1,40PRD,180
5819,1,40PRD,470
5820,2,40PRD,
5821,2,40PRD,17
5822,2,40PRD,55
5823,1,40PRD,350
5824,2,40PRD,30
5825,1,40PRD,72
5826,2,40PRD,76
5827,2,40PRD,210
5828,2,40PRD,220
5829,2,40PRD,120
5830,2,40PRD,55
5831,1,40PRD,47
5832,2,40PRD,69
5833,2,40PRD,480
5834,2,40PRD,340
5835,1,40PRD,630
5836,1,40PRD,210
5837,2,40PRD,560
5838,2,40PRD,460
5839,1,40PRD,330
5840,1,40PRD,140
5841,1,40PRD,130
5842,2,40PRD,
5843,2,40PRD,270
5844,2,40PRD,420
5845,2,40PRD,100
5846,2,40PRD,85
5847,2,40PRD,440
5848,2,40PRD,110
5849,2,40PRD,470
5850,2,40PRD,160
5851,1,40PRD,180
5852,1,40PRD,530
5853,2,40PRD,440
5854,2,40PRD,500
5855,1,40PRD,58
5856,1,40PRD,160
5857,2,40PRD,17
5858,1,40PRD,24
5859,1,40PRD,72
5860,2,40PRD,49
5861,2,40PRD,480
5862,2,40PRD,480
5863,1,40PRD,58
5864,2,40PRD,20
5865,2,40PRD,60
5866,1,40PRD,340
5867,1,40PRD,340
5868,1,40PRD,510
5869,2,40PRD,100
5870,1,40PRD,220
5871,2,40PRD,20
5872,1,40PRD,79
5873,2,40PRD,57
5874,2,40PRD,55
5875,2,40PRD,510
5876,1,40PRD,17
5877,2,40PRD,510
5878,2,40PRD,480
5879,2,40PRD,280
5880,2,40PRD,80
5881,1,40PRD,25
5882,2,40PRD,
5883,1,40PRD,66
5884,2,40PRD,47
5885,2,40PRD,56
5886,2,40PRD,47
5887,2,40PRD,55
5888,1,40PRD,100
5889,2,40PRD,480
5890,1,40PRD,100
5891,2,40PRD,49
5892,2,40PRD,440
5893,2,40PRD,52
5894,1,40PRD,130
5895,2,40PRD,17
5896,1,40PRD,140
5897,2,40PRD,370
5898,1,40PRD,390
5899,2,40PRD,55
5900,1,40PRD,210
5901,2,40PRD,100
5902,1,40PRD,160
5903,1,40PRD,
5904,1,40PRD,110
5905,2,40PRD,140
5906,2,40PRD,460
5907,1,40PRD,55
5908,1,40PRD,420
5909,2,40PRD,350
5910,1,40PRD,590
5911,1,40PRD,55
5912,1,40PRD,20
5913,2,40PRD,120
5914,2,40PRD,410
5915,2,40PRD,220
5916,1,40PRD,80
5917,2,40PRD,14
5918,2,40PRD,58
5919,1,40PRD,13
5920,1,40PRD,100
5921,2,40PRD,420
5922,2,40PRD,20
5923,2,40PRD,55
5924,2,40PRD,0
5925,2,40PRD,480
5926,2,40PRD,100
5927,2,40PRD,130
5928,2,40PRD,480
5929,1,40PRD,470
5930,1,40PRD,
5931,1,40PRD,110
5932,2,40PRD,210
5933,1,40PRD,510
5934,1,40PRD,53
5935,1,40PRD,50
5936,2,40PRD,500
5937,2,40PRD,55
5938,1,40PRD,110
5939,2,40PRD,56
5940,1,40PRD,70
5941,1,40PRD,390
5942,2,40PRD,410
5943,2,40PRD,11
5944,1,40PRD,61
5945,1,40PRD,55
5946,1,40PRD,76
5947,2,40PRD,62
5948,2,40PRD,55
5949,2,40PRD,63
5950,1,40PRD,56
5951,1,40PRD,160
5952,1,40PRD,56
5953,1,40PRD,100
5954,2,40PRD,66
5955,2,40PRD,210
5956,1,40PRD,520
5957,1,40PRD,510
5958,1,40PRD,55
5959,2,40PRD,510
5960,2,40PRD,200
5961,1,40PRD,150
5962,1,40PRD,10
5963,2,40PRD,58
5964,2,40PRD,480
5965,1,40PRD,73
5966,1,40PRD,440
5967,2,40PRD,56
5968,1,40PRD,460
5969,1,40PRD,130
5970,1,40PRD,0
5971,2,40PRD,370
5972,2,40PRD,510
5973,1,40PRD,10
5974,1,40PRD,37
5975,2,40PRD,20
5976,2,40PRD,470
5977,2,40PRD,80
5978,2,40PRD,480
5979,2,40PRD,350
5980,2,40PRD,340
5981,1,40PRD,340
5982,2,40PRD,
5983,1,40PRD,60
5984,1,40PRD,580
5985,1,40PRD,610
5986,2,40PRD,210
5987,1,40PRD,83
5988,1,40PRD,10
5989,2,40PRD,47
5990,2,40PRD,34
5991,2,40PRD,0
5992,2,40PRD,16
5993,2,40PRD,100
5994,1,40PRD,180
5995,1,40PRD,130
5996,2,40PRD,57
5997,2,40PRD,340
5998,1,40PRD,47
5999,2,40PRD,490
6000,2,40PRD,470
6001,1,40PRD,130
6002,1,40PRD,460
6003,2,40PRD,41
6004,2,40PRD,130
6005,2,40PRD,55
6006,2,40PRD,39
6007,1,40PRD,500
6008,2,40PRD,60
6009,2,40PRD,590
6010,1,40PRD,52
6011,1,40PRD,540
6012,2,40PRD,56
6013,1,40PRD,13
6014,1,40PRD,
6015,2,40PRD,18
6016,2,40PRD,26
6017,2,40PRD,550
6018,2,40PRD,52
6019,2,40PRD,58
6020,1,40PRD,480
6021,2,40PRD,470
6022,2,40PRD,480
6023,1,40PRD,340
6024,2,40PRD,16
6025,2,40PRD,20
6026,2,40PRD,
6027,1,40PRD,130
6028,1,40PRD,56
6029,2,40PRD,40
6030,2,40PRD,100
6031,1,40PRD,470
6032,2,40PRD,90
6033,2,40PRD,80
6034,2,40PRD,12
6035,2,40PRD,34
6036,2,40PRD,62
6037,2,40PRD,52
6038,1,40PRD,36
6039,1,40PRD,40
6040,1,40PRD,100
6041,1,40PRD,180
6042,2,40PRD,220
6043,2,40PRD,60
6044,2,40PRD,440
6045,1,40PRD,25
6046,1,40PRD,610
6047,2,40PRD,160
6048,2,40PRD,460
6049,2,40PRD,440
6050,2,40PRD,140
6051,1,40PRD,74
6052,1,40PRD,63
6053,2,40PRD,76
6054,2,40PRD,0
6055,1,40PRD,510
6056,2,40PRD,160
6057,2,40PRD,53
6058,1,40PRD,50
6059,2,40PRD,160
6060,2,40PRD,310
6061,2,40PRD,80
6062,2,40PRD,69
6063,2,40PRD,460
6064,2,40PRD,57
6065,2,40PRD,490
6066,2,40PRD,0
6067,2,40PRD,75
6068,2,40PRD,25
6069,2,40PRD,56
6070,2,40PRD,60
6071,2,40PRD,370
6072,1,40PRD,380
6073,2,40PRD,510
6074,1,40PRD,410
6075,2,40PRD,56
6076,2,40PRD,160
6077,2,40PRD,600
6078,2,40PRD,16
6079,2,40PRD,55
6080,2,40PRD,440
6081,1,40PRD,61
6082,1,40PRD,130
6083,1,40PRD,130
6084,2,40PRD,55
6085,1,40PRD,180
6086,1,40PRD,47
6087,2,40PRD,
6088,2,40PRD,440
6089,2,40PRD,52
6090,2,40PRD,490
6091,2,40PRD,130
6092,2,40PRD,62
6093,2,40PRD,350
6094,2,40PRD,620
6095,1,40PRD,0
6096,2,40PRD,52
6097,2,40PRD,55
6098,1,40PRD,80
6099,2,40PRD,350
6100,1,40PRD,65
6101,1,40PRD,500
6102,2,40PRD,160
6103,2,40PRD,55
6104,2,40PRD,620
6105,1,40PRD,130
6106,1,40PRD,480
6107,2,40PRD,170
6108,2,40PRD,100
6109,2,40PRD,100
6110,2,40PRD,110
6111,2,40PRD,55
6112,2,40PRD,60
6113,2,40PRD,66
6114,2,40PRD,55
6115,2,40PRD,270
6116,1,40PRD,610
6117,1,40PRD,58
6118,1,40PRD,150
5051,1,40PRD,0
5052,1,40PRD,550
5053,1,40PRD,200
5054,2,40PRD,55
5055,2,40PRD,100
5056,2,40PRD,160
5057,2,40PRD,520
5058,2,40PRD,610
5059,2,40PRD,310
5060,1,40PRD,51
5061,1,40PRD,100
5062,2,40PRD,70
5063,2,40PRD,130
5064,2,40PRD,11
5065,1,40PRD,220
5066,2,40PRD,340
5067,2,40PRD,52
5068,2,40PRD,500
5069,1,40PRD,13
5070,2,40PRD,39
5071,2,40PRD,76
5072,2,40PRD,55
5073,2,40PRD,58
5074,1,40PRD,120
5075,2,40PRD,460
5076,2,40PRD,610
5077,1,40PRD,52
5078,1,40PRD,55
5079,2,40PRD,530
5080,2,40PRD,460
5081,1,40PRD,
5082,1,40PRD,55
5083,1,40PRD,460
5084,2,40PRD,440
5085,2,40PRD,600
5086,2,40PRD,0
5087,1,40PRD,480
5088,2,40PRD,53
5089,2,40PRD,16
5090,2,40PRD,470
5091,2,40PRD,400
5092,1,40PRD,41
5093,2,40PRD,43
5094,2,40PRD,490
5095,2,40PRD,400
5096,2,40PRD,110
5097,2,40PRD,480
5098,1,40PRD,510
5099,2,40PRD,490
5100,2,40PRD,58
5101,1,40PRD,10
5102,1,40PRD,110
5103,1,40PRD,400
5104,2,40PRD,400
5105,1,40PRD,160
5106,2,40PRD,320
5107,2,40PRD,170
5108,1,40PRD,63
5109,2,40PRD,47
5110,1,40PRD,460
5111,2,40PRD,20
5112,2,40PRD,77
5113,2,40PRD,460
5114,2,40PRD,47
5115,2,40PRD,56
5116,1,40PRD,140
5117,2,40PRD,540
5118,2,40PRD,58
5119,2,40PRD,170
5120,1,40PRD,60
6145,2,40PRD,55
6146,2,40PRD,60
6147,2,40PRD,55
6148,1,40PRD,220
6149,2,40PRD,37
6150,1,40PRD,0
6151,1,40PRD,120
6152,2,40PRD,160
6153,1,40PRD,200
6154,2,40PRD,55
6155,2,40PRD,40
6156,2,40PRD,130
6157,1,40PRD,510
6158,2,40PRD,55
6159,2,40PRD,86
6160,1,40PRD,120
6161,2,40PRD,400
6162,1,40PRD,55
6163,2,40PRD,470
6164,1,40PRD,110
6165,2,40PRD,82
6166,1,40PRD,50
6167,1,40PRD,47
6168,2,40PRD,110
6169,1,40PRD,310
6170,2,40PRD,100
6171,1,40PRD,
6172,2,40PRD,55
6173,2,40PRD,100
6174,1,40PRD,160
6175,2,40PRD,130
6176,2,40PRD,500
6177,2,40PRD,480
6178,1,40PRD,130
6179,2,40PRD,58
6180,1,40PRD,55
6181,1,40PRD,490
6182,1,40PRD,80
6183,1,40PRD,52
6184,1,40PRD,40
6185,2,40PRD,28
6186,2,40PRD,20
6187,2,40PRD,47
6188,2,40PRD,300
6189,2,40PRD,440
6190,2,40PRD,600
6191,2,40PRD,0
6192,1,40PRD,82
6193,2,40PRD,510
4122,2,50PRD,20
4123,1,50PRD,82
4124,1,50PRD,540
4125,2,50PRD,630
4126,2,50PRD,55
4127,1,50PRD,120
4128,2,50PRD,460
4129,2,50PRD,160
4130,1,50PRD,100
4131,2,50PRD,30
4132,2,50PRD,62
4133,1,50PRD,500
4134,2,50PRD,210
4135,1,50PRD,470
4136,1,50PRD,500
4137,1,50PRD,370
4138,1,50PRD,410
4139,1,50PRD,500
4140,2,50PRD,500
4141,1,50PRD,160
4142,2,50PRD,480
4143,2,50PRD,56
4144,2,50PRD,470
4145,1,50PRD,140
6220,2,40PRD,110
6221,2,40PRD,530
6222,1,40PRD,500
6223,1,40PRD,110
6224,2,40PRD,100
6225,2,40PRD,540
6226,2,40PRD,53
6227,1,40PRD,420
6228,2,40PRD,480
6229,2,40PRD,500
6230,2,40PRD,120
6231,1,40PRD,100
6232,2,40PRD,390
6233,1,40PRD,140
6234,2,40PRD,490
6235,2,40PRD,57
6236,2,40PRD,110
6237,2,40PRD,470
6238,1,40PRD,55
6239,2,40PRD,25
6240,2,40PRD,55
6241,2,40PRD,470
6242,2,40PRD,470
6243,2,40PRD,160
6244,2,40PRD,480
6245,1,40PRD,
6246,2,40PRD,90
6247,2,40PRD,100
6248,2,40PRD,57
6249,2,40PRD,100
6250,2,40PRD,17
6251,2,40PRD,65
6252,2,40PRD,40
6253,1,40PRD,100
6254,2,40PRD,160
6255,1,40PRD,
6256,1,40PRD,50
6257,2,40PRD,52
6258,1,40PRD,57
6259,2,40PRD,56
6260,2,40PRD,18
6261,2,40PRD,75
6262,1,40PRD,360
6263,2,40PRD,27
6264,2,40PRD,470
6265,2,40PRD,610
6266,2,40PRD,580
6267,2,40PRD,55
6268,2,40PRD,55
6269,1,40PRD,160
6270,1,40PRD,120
6271,2,40PRD,180
6272,2,40PRD,44
6273,2,40PRD,63
6274,1,40PRD,160
6275,1,40PRD,530
6276,2,40PRD,66
6277,1,40PRD,540
6278,1,40PRD,76
6279,2,40PRD,17
6280,2,40PRD,300
6281,2,40PRD,410
6282,2,40PRD,25
6283,2,40PRD,470
6284,2,40PRD,11
6285,2,40PRD,50
6286,1,40PRD,340
6287,2,40PRD,40
6288,1,40PRD,45
6289,1,40PRD,210
6290,1,40PRD,580
6291,2,40PRD,25
6341,1,40PRD,150
6342,2,40PRD,40
6343,2,40PRD,55
6344,1,40PRD,26
6345,2,40PRD,100
6346,2,40PRD,480
6347,2,40PRD,130
6348,2,40PRD,420
6349,2,40PRD,82
6350,1,40PRD,100
6351,2,40PRD,210
6352,2,40PRD,10
6353,2,40PRD,480
6354,2,40PRD,440
6355,2,40PRD,55
6356,1,40PRD,130
6357,2,40PRD,55
6358,1,40PRD,600
6359,2,40PRD,36
6360,2,40PRD,460
6361,2,40PRD,55
6362,2,40PRD,55
6363,2,40PRD,470
6364,2,40PRD,80
6365,2,40PRD,43
6366,2,40PRD,600
6367,1,40PRD,57
6368,2,40PRD,210
6369,2,40PRD,10
6370,2,40PRD,10
6371,2,40PRD,460
6372,2,40PRD,63
6373,2,40PRD,100
6374,1,40PRD,10
6375,2,40PRD,150
6376,1,40PRD,25
6377,2,40PRD,310
6378,1,40PRD,57
6379,1,40PRD,480
6380,1,40PRD,57
6381,2,40PRD,120
6382,2,40PRD,21
6383,2,40PRD,55
6384,2,40PRD,90
6385,2,40PRD,130
6386,1,40PRD,440
6387,2,40PRD,470
6388,1,40PRD,400
6389,1,40PRD,
6390,2,40PRD,52
6391,2,40PRD,480
6392,2,40PRD,180
6393,1,40PRD,63
6394,2,40PRD,500
6395,2,40PRD,610
6396,1,40PRD,490
6397,1,40PRD,25
6398,1,40PRD,20
6399,2,40PRD,210
6400,2,40PRD,580
6401,2,40PRD,490
6402,2,40PRD,76
6403,2,40PRD,550
6404,2,40PRD,470
6405,1,40PRD,160
6406,2,40PRD,160
6407,1,40PRD,26
6408,1,40PRD,73
6409,1,40PRD,530
6410,1,40PRD,180
6411,2,40PRD,500
6412,2,40PRD,100
6413,1,40PRD,72
6414,2,40PRD,55
6415,2,40PRD,65
6416,2,40PRD,55
6417,2,40PRD,460
6418,1,40PRD,17
6419,1,40PRD,370
6420,2,40PRD,47
6421,2,40PRD,400
6422,2,40PRD,540
6423,2,40PRD,100
6424,1,40PRD,440
6425,2,40PRD,40
6426,2,40PRD,510
6427,1,40PRD,420
6428,2,40PRD,17
6429,1,40PRD,480
6430,1,40PRD,47
6431,2,40PRD,14
6432,1,40PRD,100
6433,1,40PRD,160
6434,2,40PRD,16
6435,1,40PRD,49
6436,2,40PRD,65
6437,1,40PRD,50
6438,2,40PRD,240
6439,1,40PRD,10
6440,1,40PRD,440
6441,2,40PRD,87
6442,2,40PRD,47
6443,2,40PRD,220
6444,2,40PRD,400
6445,2,40PRD,320
6446,1,40PRD,55
6447,2,40PRD,56
6448,2,40PRD,100
6449,2,40PRD,100
6450,2,40PRD,470
6451,2,40PRD,480
6452,1,40PRD,13
6453,2,40PRD,28
6454,2,40PRD,55
6455,1,40PRD,500
6456,2,40PRD,100
6457,2,40PRD,630
6458,1,40PRD,90
6459,2,40PRD,55
6460,2,40PRD,160
6461,1,40PRD,120
6462,2,40PRD,34
6463,2,40PRD,410
6464,2,40PRD,550
6465,1,40PRD,400
6466,1,40PRD,90
6467,1,40PRD,65
6468,2,40PRD,610
6469,2,40PRD,55
6470,2,40PRD,120
6471,1,40PRD,14
6472,1,40PRD,20
6473,1,40PRD,340
6474,1,40PRD,18
6475,2,40PRD,53
6476,2,40PRD,
6477,2,40PRD,480
6478,2,40PRD,120
6479,2,40PRD,530
6480,2,40PRD,440
6481,2,40PRD,
6482,2,40PRD,480
6483,2,40PRD,540
6484,2,40PRD,140
6485,1,40PRD,55
6486,2,40PRD,160
6487,1,40PRD,55
6488,2,40PRD,140
6489,1,40PRD,470
6490,1,40PRD,610
6491,2,40PRD,590
6492,2,40PRD,510
6493,2,40PRD,60
6494,1,40PRD,390
6495,2,40PRD,54
6496,1,40PRD,570
6497,2,40PRD,150
6498,2,40PRD,280
6499,1,40PRD,
6500,1,40PRD,440
6501,2,40PRD,58
6502,1,40PRD,65
6503,1,40PRD,630
6504,1,40PRD,47
6505,2,40PRD,480
6506,1,40PRD,
6507,2,40PRD,240
6508,1,40PRD,58
6509,2,40PRD,0
6510,2,40PRD,500
6511,2,40PRD,470
6512,1,40PRD,300
6513,2,40PRD,480
6514,2,40PRD,75
6515,2,40PRD,470
6516,1,40PRD,130
6517,2,40PRD,300
6518,1,40PRD,80
6519,2,40PRD,28
6520,1,40PRD,470
6521,1,40PRD,630
6522,2,40PRD,460
6523,2,40PRD,470
6524,2,40PRD,56
6525,2,40PRD,540
6526,2,40PRD,55
6527,2,40PRD,17
6528,2,40PRD,51
6529,2,40PRD,56
6530,2,40PRD,16
6531,1,40PRD,52
6532,1,40PRD,58
6533,2,40PRD,480
6534,2,40PRD,17
6535,2,40PRD,
6536,2,40PRD,170
6537,2,40PRD,
6538,1,40PRD,120
6539,2,40PRD,33
6540,1,40PRD,530
6541,1,40PRD,46
6542,2,40PRD,73
6543,2,40PRD,27
6544,2,40PRD,220
6545,2,40PRD,440
6546,1,40PRD,470
6547,1,40PRD,370
6548,1,40PRD,140
6549,1,40PRD,160
6550,2,40PRD,55
6551,2,40PRD,57
6552,2,40PRD,49
6553,1,40PRD,40
6554,1,40PRD,72
6555,2,40PRD,490
6556,2,40PRD,81
6557,2,40PRD,610
6558,2,40PRD,25
6559,1,40PRD,55
6560,2,40PRD,
6561,1,40PRD,400
6562,2,40PRD,56
6563,2,40PRD,480
6564,2,40PRD,56
6565,2,40PRD,460
6566,1,40PRD,58
6567,2,40PRD,120
6568,2,40PRD,45
6569,2,40PRD,56
6570,2,40PRD,520
6571,2,40PRD,400
6572,2,40PRD,33
6573,1,40PRD,28
6574,1,40PRD,50
6575,1,40PRD,10
6576,2,40PRD,610
6577,2,40PRD,62
6578,2,40PRD,120
6579,2,40PRD,160
6580,2,40PRD,440
6581,1,40PRD,17
6582,2,40PRD,17
6583,1,40PRD,230
6584,2,40PRD,160
6585,2,40PRD,55
6586,1,40PRD,170
6587,2,40PRD,100
6588,1,40PRD,
6589,1,40PRD,480
6590,2,40PRD,110
6591,2,40PRD,100
6592,2,40PRD,51
6593,1,40PRD,210
6594,1,40PRD,480
6595,1,40PRD,610
6596,1,40PRD,140
6597,1,40PRD,65
6598,2,40PRD,400
6599,2,40PRD,110
6600,2,40PRD,
6601,2,40PRD,630
6602,2,40PRD,260
6603,1,40PRD,34
6604,2,40PRD,470
6605,1,40PRD,420
6606,1,40PRD,10
6607,2,40PRD,13
6608,2,40PRD,63
6609,2,40PRD,100
6610,2,40PRD,510
6611,2,40PRD,500
6612,2,40PRD,55
6613,2,40PRD,19
6614,1,40PRD,47
6615,1,40PRD,100
6616,2,40PRD,55
6617,1,40PRD,57
6618,2,40PRD,150
6619,2,40PRD,440
6620,2,40PRD,220
6621,2,40PRD,55
6622,2,40PRD,480
6623,2,40PRD,0
6624,1,40PRD,100
6625,1,40PRD,590
6626,1,40PRD,500
6627,1,40PRD,550
6628,2,40PRD,61
6629,1,40PRD,82
6630,1,40PRD,82
6631,1,40PRD,400
6632,1,40PRD,100
6633,2,40PRD,500
6634,1,40PRD,100
6635,2,40PRD,10
6636,2,40PRD,86
6637,2,40PRD,100
6638,1,40PRD,43
6639,1,40PRD,160
6640,2,40PRD,500
6641,1,40PRD,220
6642,2,40PRD,40
6643,2,40PRD,87
6644,1,40PRD,63
6645,2,40PRD,
6646,2,40PRD,420
6647,1,40PRD,480
6648,1,40PRD,610
6649,2,40PRD,49
6650,2,40PRD,49
6651,1,40PRD,140
6652,2,40PRD,17
6653,1,40PRD,480
6654,1,40PRD,80
6655,2,40PRD,100
6656,2,40PRD,25
6657,2,40PRD,500
6658,1,40PRD,470
6659,2,40PRD,480
6660,2,40PRD,630
6661,1,40PRD,
6662,1,40PRD,120
6663,1,40PRD,440
6664,2,40PRD,56
6665,2,40PRD,57
6666,2,40PRD,180
6667,2,40PRD,210
6668,2,40PRD,0
6669,1,40PRD,440
6670,1,40PRD,49
6671,2,40PRD,
6672,2,40PRD,280
6673,1,40PRD,61
6674,2,40PRD,100
6675,2,40PRD,100
6676,2,40PRD,140
6677,2,40PRD,28
6678,1,40PRD,140
6679,1,40PRD,120
6680,2,40PRD,55
6681,2,40PRD,160
6682,2,40PRD,510
6683,1,40PRD,
6684,1,40PRD,280
6685,1,40PRD,20
6686,1,40PRD,62
6687,1,40PRD,100
6688,2,40PRD,47
6689,1,40PRD,500
6690,2,40PRD,120
6691,2,40PRD,420
6692,2,40PRD,510
6693,2,40PRD,510
6694,2,40PRD,510
6695,1,40PRD,480
6696,2,40PRD,110
6697,2,40PRD,55
6698,2,40PRD,470
6699,2,40PRD,490
6700,2,40PRD,100
6701,1,40PRD,300
6702,1,40PRD,460
6703,1,40PRD,540
6704,2,40PRD,43
6705,2,40PRD,43
6706,1,40PRD,58
6707,1,40PRD,80
6708,1,40PRD,88
6709,1,40PRD,47
6710,2,40PRD,220
6711,2,40PRD,490
6712,2,40PRD,510
6713,2,40PRD,340
6714,1,40PRD,130
6715,1,40PRD,70
6716,1,40PRD,600
6717,1,40PRD,100
6718,2,40PRD,30
6719,1,40PRD,470
6720,2,40PRD,79
6721,2,40PRD,41
6722,1,40PRD,16
6723,1,40PRD,69
6724,2,40PRD,53
6725,2,40PRD,55
6726,1,40PRD,27
6727,1,40PRD,0
6728,2,40PRD,73
6729,2,40PRD,16
6730,2,40PRD,55
6731,2,40PRD,52
6732,2,40PRD,140
6733,1,40PRD,400
6734,1,40PRD,540
6735,1,40PRD,130
6736,2,40PRD,160
6737,2,40PRD,340
6738,2,40PRD,55
6739,2,40PRD,70
6740,1,40PRD,300
6741,2,40PRD,43
6742,2,40PRD,50
6743,2,40PRD,17
6744,1,40PRD,53
6745,2,40PRD,79
6746,1,40PRD,410
6747,2,40PRD,260
6748,2,40PRD,22
6749,1,40PRD,69
6750,2,40PRD,85
6751,1,40PRD,160
6752,1,40PRD,55
6753,1,40PRD,340
6754,1,40PRD,350
6755,1,40PRD,180
6756,2,40PRD,56
6757,2,40PRD,460
6758,2,40PRD,40
6759,2,40PRD,0
6760,1,40PRD,500
6761,2,40PRD,210
6762,2,40PRD,220
6763,1,40PRD,370
6764,2,40PRD,140
6765,2,40PRD,500
6766,2,40PRD,55
6767,2,40PRD,50
6768,2,40PRD,
6769,2,40PRD,440
6770,2,40PRD,220
6771,1,40PRD,470
6772,2,40PRD,470
6773,1,40PRD,20
6774,1,40PRD,40
6775,2,40PRD,55
6776,1,40PRD,55
6777,1,40PRD,510
6778,2,40PRD,120
6779,2,40PRD,490
6780,2,40PRD,
6781,2,40PRD,220
6782,2,40PRD,540
6783,2,40PRD,630
6784,2,40PRD,130
6785,2,40PRD,510
6786,1,40PRD,480
6787,1,40PRD,360
6788,1,40PRD,62
6789,2,40PRD,17
6790,2,40PRD,43
6791,2,40PRD,460
6792,2,40PRD,90
6793,1,40PRD,180
6794,2,40PRD,69
6795,2,40PRD,140
6796,2,40PRD,600
6797,2,40PRD,100
6798,2,40PRD,470
6799,2,40PRD,60
6800,2,40PRD,39
6801,1,40PRD,52
6802,2,40PRD,110
6803,2,40PRD,440
6804,2,40PRD,440
6805,1,40PRD,
6806,2,40PRD,33
6807,2,40PRD,47
6808,2,40PRD,130
6809,2,40PRD,13
6810,1,40PRD,160
6811,1,40PRD,100
6812,2,40PRD,0
6813,1,40PRD,20
6814,2,40PRD,170
6815,2,40PRD,160
6816,2,40PRD,20
6817,1,40PRD,87
6818,1,40PRD,56
6819,2,40PRD,340
6820,2,40PRD,410
6821,1,40PRD,66
6822,1,40PRD,57
6823,1,40PRD,140
6824,2,40PRD,150
6825,2,40PRD,65
6826,2,40PRD,47
6827,2,40PRD,180
6828,2,40PRD,110
6829,1,40PRD,10
6830,2,40PRD,80
6831,2,40PRD,600
6832,1,40PRD,62
6833,1,40PRD,480
6834,2,40PRD,27
6835,2,40PRD,280
6836,2,40PRD,100
6837,2,40PRD,130
6838,2,40PRD,620
6839,1,40PRD,47
6840,1,40PRD,340
6841,1,40PRD,440
6842,2,40PRD,470
6843,2,40PRD,160
6844,2,40PRD,160
6845,2,40PRD,180
6846,2,40PRD,470
6847,1,40PRD,62
6848,1,40PRD,100
6849,2,40PRD,60
6850,2,40PRD,100
6851,1,40PRD,440
6852,2,40PRD,100
6853,2,40PRD,510
6854,1,40PRD,310
6855,2,40PRD,470
6856,2,40PRD,10
6857,1,40PRD,100
6858,2,40PRD,56
6859,2,40PRD,460
6860,2,40PRD,55
6861,1,40PRD,77
6862,1,40PRD,120
6863,1,40PRD,130
6864,1,40PRD,160
6865,1,40PRD,
6866,1,40PRD,55
6867,1,40PRD,110
6868,2,40PRD,17
6869,2,40PRD,540
6870,2,40PRD,460
6871,1,40PRD,57
6872,2,40PRD,56
6873,2,40PRD,310
6874,1,40PRD,87
6875,1,40PRD,440
6876,2,40PRD,300
6877,1,40PRD,440
6878,2,40PRD,24
6879,2,40PRD,400
6880,1,40PRD,140
6881,2,40PRD,480
6882,2,40PRD,55
6883,1,40PRD,50
6884,1,40PRD,87
6885,2,40PRD,44
6886,2,40PRD,140
6887,1,40PRD,410
6888,2,40PRD,130
6889,2,40PRD,470
6890,2,40PRD,56
6891,1,40PRD,14
6892,2,40PRD,510
6893,2,40PRD,490
6894,2,40PRD,55
6895,1,40PRD,140
6896,2,40PRD,520
6897,2,40PRD,130
6898,2,40PRD,56
6899,2,40PRD,390
6900,2,40PRD,220
6901,1,40PRD,220
6902,2,40PRD,80
6903,1,40PRD,62
6904,1,40PRD,49
6905,1,40PRD,510
6906,1,40PRD,56
6907,1,40PRD,
6908,1,40PRD,370
6909,2,40PRD,340
6910,2,40PRD,40
6911,1,40PRD,130
6912,2,40PRD,400
6913,1,40PRD,120
6914,2,40PRD,160
6915,1,40PRD,70
6916,2,40PRD,540
6917,2,40PRD,52
6918,2,40PRD,500
6919,2,40PRD,130
6920,2,40PRD,470
6921,1,40PRD,62
6922,1,40PRD,56
6923,2,40PRD,52
6924,2,40PRD,490
6925,2,40PRD,80
6926,1,40PRD,130
6927,1,40PRD,380
6928,2,40PRD,440
6929,2,40PRD,27
6930,2,40PRD,120
6931,1,40PRD,30
6932,2,40PRD,49
6933,2,40PRD,210
6934,2,40PRD,45
6935,2,40PRD,18
6936,2,40PRD,210
6937,1,40PRD,130
6938,2,40PRD,480
6939,2,40PRD,160
6940,2,40PRD,160
6941,2,40PRD,53
6942,2,40PRD,49
6943,1,40PRD,
6944,2,40PRD,170
6945,1,40PRD,
6946,1,40PRD,49
6947,1,40PRD,85
6948,1,40PRD,500
6949,2,40PRD,17
6950,1,40PRD,100
6951,2,40PRD,56
6952,2,40PRD,56
6953,2,40PRD,55
6954,2,40PRD,39
6955,2,40PRD,480
6956,1,40PRD,110
6957,2,40PRD,10
6958,2,40PRD,500
6959,2,40PRD,150
6960,2,40PRD,500
6961,2,40PRD,340
6962,2,40PRD,440
6963,1,40PRD,490
6964,2,40PRD,460
6965,2,40PRD,460
6966,2,40PRD,
6967,1,40PRD,81
6968,1,40PRD,20
6969,2,40PRD,53
6970,1,40PRD,150
6971,1,40PRD,41
