SEQ,RCT_NO,BIZ_UNIT,PD_S_C,BR_C,DE_DT,DE_HR,BUY_AM,BUY_CT
5920,107771,A03,435,462,20151026,12,590,1
5810,158914,A02,1239,27,20150513,16,4900,2
1834,28599,A03,68,13,20151013,15,2690,1
254,288696,A02,1392,106,20150713,13,9900,1
1972,25327,A02,16,7,20150304,14,2340,1
14114,15061,A03,63,138,20151217,22,1990,1
2843,54658,A03,86,68,20150824,15,10000,1
2101,235870,A02,1121,82,20150101,19,6800,1
17738,150968,A03,630,287,20150626,19,4000,1
13347,235346,A02,1166,81,20150928,12,4600,2
4389,45676,A03,672,63,20150204,17,3990,1
5552,96867,A02,251,13,20150320,19,3500,1
16488,156497,A02,1048,25,20151021,13,6200,1
3867,36960,A03,407,33,20150511,18,1800,1
3378,37812,A02,624,7,20150527,14,3800,1
3858,311231,A02,189,120,20150110,23,3000,3
2112,368357,A01,55,4,20150510,13,3200,2
7406,95190,A03,493,167,20150325,21,1150,1
6860,455667,A01,18,2,20150802,19,3500,1
14528,256838,A02,55,89,20151114,20,1780,1
2439,38568,A03,486,35,20150216,20,2990,1
3774,20534,A01,522,47,20151028,14,450000,1
4648,152306,A03,411,290,20150803,19,1440,1
5552,109383,A02,1056,13,20151202,18,2850,1
19179,306952,A01,594,1,20151111,19,15900,1
5892,234896,A02,1233,81,20150730,10,1040,1
6570,125150,A03,213,265,20150520,13,4980,2
11883,18717,A03,538,215,20151220,14,4900,1
11657,299706,A01,80,37,20150131,17,10000,1
4266,11863,A02,1163,6,20150516,23,3600,1
8757,95633,A02,1183,13,20150223,22,4320,1
11229,80583,A02,251,9,20151026,19,3000,1
9711,231619,A02,275,77,20150425,21,14850,3
618,186492,A01,454,2,20150529,10,800000,1
5374,43708,A03,776,50,20150807,21,740,1
3741,445815,A01,19,7,20150426,17,2000,1
4505,21981,A02,1479,7,20150210,13,7000,1
6021,99306,A01,210,15,20150727,12,7900,1
6420,39178,A01,438,3,20150710,19,35000,1
16024,93218,A03,151,157,20150616,14,3990,1
14549,19740,A03,302,247,20151220,15,2750,1
7301,45484,A03,879,60,20150929,15,9000,2
17090,17717,A04,6,2704,20150416,19,3000,1
2684,158435,A03,61,307,20150121,15,990,1
9323,215785,A02,1365,64,20150126,16,5940,3
16329,54100,A01,183,41,20150201,15,75180,1
16878,96476,A03,568,173,20150207,22,5000,1
9700,14676,A02,1183,6,20151020,21,500,2
4597,466380,A01,7,2,20150510,19,10000,1
9357,127771,A01,123,37,20150501,12,6000,1
5061,25183,A04,56,81,20150522,8,1000,1
3096,119185,A01,167,2,20150501,18,158000,1
13863,145186,A01,88,25,20150805,18,26800,1
2161,119088,A02,47,16,20150209,17,5980,1
205,315303,A01,482,22,20150317,16,10000,1
6471,229128,A01,210,20,20150304,15,29900,1
4917,20503,A04,280,632,20150430,21,1500,1
7839,21493,A01,53,12,20150107,10,30000,1
2731,25264,A01,499,2,20151004,13,114800,1
19100,8173,A02,970,5,20150215,13,15990,1
847,343719,A01,86,37,20151230,15,4750,1
2099,176641,A01,165,26,20150405,14,288000,1
18822,133047,A03,104,511,20150701,10,1990,1
17647,41730,A01,145,25,20150224,18,32000,1
6706,31285,A02,1233,7,20150415,22,850,1
5514,5064,A01,448,48,20150613,11,44000,1
14344,36421,A03,490,31,20150814,20,4120,1
17252,57069,A04,183,4187,20150928,12,800,1
15964,61166,A02,17,7,20151103,16,3600,1
8891,29570,A03,44,14,20150611,9,990,1
13368,188881,A02,792,45,20150104,11,6464,202
11383,474185,A01,77,4,20150619,19,1500,1
14650,339550,A01,6,30,20150521,14,15000,1
11235,26382,A02,13,7,20150312,16,1980,1
5615,151650,A02,1443,24,20151117,16,2000,1
2591,6882,A01,76,2,20150613,10,500000,10
12376,137307,A03,528,342,20150405,18,1750,1
12145,126492,A02,65,16,20150708,10,7950,3
9827,47249,A03,23,67,20150104,11,2738,1
11393,268395,A02,1199,94,20150314,17,6580,1
13565,199294,A02,1431,51,20150329,18,2400,1
2916,274976,A01,210,29,20150604,16,29900,1
15187,137610,A03,298,343,20150515,14,2000,2
5264,49843,A04,303,2734,20150831,13,2700,3
10170,186793,A02,989,43,20150908,22,3900,1
5056,387288,A01,82,1,20151121,15,2000,1
15699,14408,A03,527,128,20151105,11,1500,1
5817,130916,A03,516,327,20150427,15,1590,1
1724,242811,A02,1471,84,20151023,16,9000,9
14344,6034,A03,719,31,20151118,20,3100,1
14870,32991,A04,247,4506,20150625,21,1300,1
14147,8531,A04,131,1348,20150224,12,2600,1
5787,74586,A02,10,8,20151109,14,900,1
5435,8772,A01,256,45,20150422,11,79000,1
5759,32725,A03,61,21,20150110,10,1990,1
6940,381736,A01,18,37,20150302,17,6800,1
6999,27591,A03,761,13,20150603,13,2480,1
5386,40859,A01,200,38,20150804,16,143000,1
13761,81323,A03,425,116,20151023,18,790,1
13626,418707,A01,20,2,20150820,16,3400,1
9169,354192,A01,210,2,20150912,18,29900,1
2520,98911,A01,19,2,20151121,11,1440,1
18634,50932,A03,49,68,20150418,10,1980,2
9612,73328,A02,740,8,20150827,18,4450,1
8931,298587,A02,1314,110,20150727,15,2880,1
4402,14993,A01,114,20,20150403,10,7000,1
10102,4880,A01,209,20,20150516,11,59000,1
3709,467825,A01,233,20,20150711,18,57000,3
9132,220770,A02,679,69,20150401,11,400,1
8623,11703,A04,164,4209,20150314,16,1200,1
18182,139997,A02,1250,19,20150328,11,4500,1
17386,87991,A02,679,11,20150615,17,1080,3
19355,80807,A02,75,9,20151110,22,9900,1
16956,286091,A02,1163,106,20150404,16,1980,1
6966,34193,A03,97,23,20150529,20,3990,1
13935,225135,A02,786,70,20151120,16,9266,468
16640,159426,A02,924,27,20150923,17,11900,1
6681,209087,A02,89,56,20150429,15,3600,1
5094,257233,A02,244,89,20151211,14,6900,1
10034,41133,A01,570,2,20150127,12,9500,1
2832,201123,A02,1442,52,20150617,18,2950,1
18915,377502,A01,113,2,20150517,19,39800,1
5007,74903,A03,71,107,20151005,19,1890,1
945,8984,A03,303,68,20151207,20,4980,1
5552,93792,A02,896,13,20150115,16,4280,1
9742,19718,A03,424,247,20151205,12,11280,2
2112,291576,A02,1231,106,20151031,22,3570,1
6070,15690,A03,895,157,20151102,16,4000,2
18186,306964,A01,210,26,20151107,15,34900,1
3391,186737,A01,123,25,20150906,14,24000,1
6199,185654,A02,60,43,20150405,18,2160,2
19573,231723,A01,437,48,20150928,16,58000,1
8574,168778,A01,146,2,20150912,16,35000,1
3334,286496,A02,1442,106,20150420,15,4500,1
2796,19038,A02,1448,7,20150119,18,9880,1
6979,459590,A01,89,7,20150422,19,1850,1
1264,119056,A01,93,37,20151027,11,8000,1
8046,70902,A04,266,1392,20151128,19,2200,2
9405,43896,A03,424,51,20151001,14,980,1
6694,250432,A02,1460,88,20150419,17,960,1
445,404679,A01,9,2,20150805,16,800,1
6079,43764,A02,1099,7,20150705,19,980,1
8906,36750,A03,90,33,20150118,21,6990,1
4419,40814,A03,21,40,20150714,22,1990,1
11275,41457,A01,53,2,20150109,12,5500,1
11526,265478,A02,1618,93,20150610,13,1500,1
6306,345476,A01,76,1,20151229,14,760000,8
8544,112427,A03,687,466,20151027,19,4990,1
8507,151700,A03,489,289,20150428,18,4850,1
18449,42028,A01,121,29,20150630,12,29000,1
5371,90433,A03,570,147,20151025,11,1000,1
16944,281329,A02,1618,103,20150611,20,1500,1
4713,15305,A01,13,11,20150222,11,8000,1
210,45393,A02,1431,7,20150716,14,980,1
170,351647,A01,99,1,20150415,15,4960,1
4704,264330,A02,809,93,20150321,17,2500,1
13675,173933,A02,1046,34,20151114,17,4950,1
5840,610,A02,511,1,20150522,21,9990,1
10973,206475,A01,210,5,20150104,16,29900,1
18025,69697,A02,1183,8,20150211,22,10800,2
2001,29470,A03,114,14,20150528,19,4490,1
19241,18848,A03,452,222,20151110,14,9200,2
6982,25377,A03,142,370,20151102,19,13900,1
11483,78190,A02,1485,9,20150611,19,4980,1
18194,314983,A01,25,20,20150612,17,15000,1
18047,40902,A01,208,4,20150131,13,348600,1
17074,60932,A04,70,1117,20151015,20,3700,1
10924,246213,A02,198,86,20150609,20,2500,1
1536,171719,A01,22,2,20150411,11,12000,1
12978,418404,A01,18,1,20150222,17,10000,1
5906,133485,A03,494,334,20150209,21,2850,1
16350,188827,A02,871,44,20151221,18,15800,2
5560,74944,A02,528,8,20151128,15,10740,3
4103,7496,A03,455,53,20151116,17,1300,1
7511,306838,A02,1122,115,20150522,22,7450,1
393,314307,A01,1,1,20151028,14,70300,1
14612,202171,A02,893,53,20150102,19,2200,1
5018,104685,A02,23,13,20150822,11,4680,2
16833,290175,A02,218,106,20150902,19,1880,1
9575,214388,A02,382,61,20150429,21,900,9
3108,119347,A01,121,14,20150118,13,18000,2
2557,289153,A02,822,106,20150730,17,9900,1
6459,102290,A03,776,187,20150104,16,350,1
3927,78491,A02,507,9,20150630,18,8600,2
13602,332355,A01,18,1,20150105,15,10000,1
1343,458432,A01,478,20,20150913,18,15000,1
4167,429711,A01,210,16,20151227,17,19900,1
7250,254875,A02,893,89,20150619,20,1350,1
8120,280050,A02,1166,101,20150924,21,1940,1
10936,43354,A03,776,48,20150926,20,850,1
18251,153088,A03,538,294,20150204,19,3750,1
12445,94493,A03,410,163,20150401,20,1200,1
16642,265069,A02,1068,93,20150511,15,970,1
6459,20833,A01,448,2,20151014,11,52000,1
15457,57728,A03,488,73,20150521,21,4420,1
6316,70104,A03,304,107,20150326,22,1600,2
5312,43015,A03,420,48,20150420,22,1890,1
2468,98737,A01,478,2,20150123,16,29000,1
1261,60429,A02,945,7,20151030,15,6900,1
2214,224308,A02,1225,70,20150819,17,6400,1
17470,92400,A02,68,12,20150606,17,1300,1
8054,182910,A02,1582,40,20151121,16,1500,1
16506,76760,A03,24,111,20151001,21,4980,1
5759,33520,A03,54,21,20151015,19,2690,1
6501,105473,A02,251,13,20150906,14,4000,1
12596,317219,A02,5,127,20150322,14,2640,3
13712,163632,A02,1060,30,20141231,20,2000,1
9893,31958,A04,153,1096,20150621,13,500,1
17283,454431,A01,60,2,20151206,14,5000,1
10864,123698,A03,505,487,20150321,15,590,1
902,94126,A02,8,13,20150122,21,3400,1
12085,302027,A02,1183,113,20150403,11,5400,1
1933,26319,A01,201,47,20150225,16,669000,1
355,240701,A01,13,37,20151125,12,6500,1
6362,323091,A01,20,2,20150706,14,26000,1
1924,90638,A02,1022,11,20151026,12,7500,1
7563,15046,A01,114,1,20150527,12,12000,1
3751,275132,A01,18,2,20150806,14,4000,1
791,109926,A02,1232,13,20151214,16,3450,1
5421,3896,A01,145,2,20151025,15,130000,1
1132,162517,A02,1027,29,20150830,21,2820,1
991,71929,A03,528,107,20150612,19,9160,2
5455,83356,A03,759,121,20151001,16,2980,1
13964,80422,A02,168,9,20151017,22,6500,1
12512,67002,A04,75,1240,20151110,18,1600,1
4075,49542,A03,391,68,20150225,17,4000,1
2326,98981,A01,130,16,20150213,14,31500,1
8814,6097,A04,243,4015,20150207,23,2950,1
8787,118049,A02,1160,16,20150116,13,33000,1
912,217548,A02,939,66,20151112,19,7900,1
9247,408088,A01,318,27,20150726,20,49000,1
13482,30339,A01,318,14,20150524,12,239000,1
6816,130698,A03,411,327,20150105,18,4200,2
9222,148366,A02,816,21,20151215,18,6900,1
16160,273818,A02,1153,97,20150103,16,800,8
5776,75153,A02,679,8,20151209,14,440,1
5166,48438,A02,1099,7,20150804,17,1680,1
2823,30132,A02,1194,7,20150406,18,6300,1
17396,86531,A02,1433,11,20150405,17,3940,2
13585,31125,A04,281,2583,20150617,7,1000,1
8986,110500,A02,54,13,20151226,17,3960,2
11543,225781,A02,1233,72,20150127,12,4200,1
8448,62410,A03,487,93,20150619,18,3950,1
1038,19743,A02,1416,7,20150124,13,24000,1
16209,224029,A02,1241,70,20150725,12,4800,1
14192,79452,A03,894,116,20150516,17,80,2
1234,189354,A02,1188,45,20150331,12,5300,1
10562,24193,A01,571,45,20150608,12,24000,1
6151,123013,A03,81,258,20150603,17,7990,1
214,97676,A02,431,13,20150406,15,2500,1
19619,39835,A04,284,833,20150724,8,1400,1
11777,306907,A02,1154,115,20150604,21,2500,1
15861,316524,A02,1618,126,20150730,21,3700,1
9010,42935,A02,1181,7,20150630,21,1000,1
16047,75689,A03,302,539,20151215,15,1290,1
4358,113129,A03,164,228,20150618,20,4980,1
4083,173351,A02,35,34,20150711,22,1300,1
12432,65534,A02,34,7,20151203,13,4000,2
7142,172929,A02,258,34,20150419,15,5900,1
2518,441214,A01,7,2,20150812,19,9000,1
3236,307819,A02,1365,115,20151202,17,5900,2
5100,418278,A01,60,2,20150705,16,13500,1
2118,166519,A01,125,20,20150303,16,8400,1
10365,73479,A02,1187,8,20150904,20,2980,1
12849,206745,A01,216,37,20151025,13,15000,1
8355,90044,A02,210,11,20150920,18,2500,1
13695,167162,A02,396,31,20151122,17,10000,1
5751,10016,A01,53,1,20150530,9,3900,1
8577,252577,A02,825,89,20150108,22,2100,1
10702,63287,A03,670,94,20150918,15,5400,1
798,118612,A01,571,45,20150728,13,8300,1
9068,241650,A01,206,16,20150425,15,18300,1
18988,157504,A03,81,303,20150512,20,11900,1
19046,15406,A03,665,150,20151217,16,8800,1
5798,357903,A01,558,1,20150816,14,50000,1
16909,160054,A02,461,28,20150926,14,2800,1
16506,76770,A03,507,111,20151007,22,2000,4
2266,95794,A02,889,13,20150226,14,5990,1
3650,27948,A03,507,13,20150720,16,2700,3
15463,41974,A01,300,10,20150524,16,435000,1
3059,307258,A02,712,115,20150808,18,7000,1
4173,268873,A02,63,94,20150711,23,1600,1
15653,396005,A01,46,36,20150415,20,30500,1
158,99769,A03,362,183,20150728,16,2090,1
6904,14094,A02,921,6,20150912,21,9900,1
1218,44174,A01,149,29,20150609,14,180000,1
960,316383,A01,22,16,20151014,14,28000,1
9357,101309,A01,131,37,20150412,19,348000,1
15943,152855,A03,682,291,20150920,19,3000,3
8176,19294,A03,191,231,20151215,18,3000,2
2650,159828,A03,424,308,20150610,16,220,1
629,475834,A01,420,37,20150501,19,15000,1
4989,187694,A02,1431,44,20150210,15,2000,1
9836,234533,A02,1481,81,20150612,22,5500,1
85,72038,A03,188,107,20150617,11,7350,1
3390,186427,A02,76,43,20150725,14,3950,1
10384,138768,A03,470,520,20150107,21,1990,1
8480,439515,A01,71,2,20150924,17,1500,3
6791,51162,A01,233,15,20150802,15,14000,1
13746,227092,A02,1187,73,20150410,18,2980,1
14025,148738,A02,1442,22,20150728,19,8560,2
8334,272714,A02,1232,96,20150807,15,3980,1
7432,8631,A04,56,81,20150225,12,1300,1
1869,102229,A02,528,13,20150705,13,3680,1
797,103056,A02,63,13,20150722,15,10600,4
12657,171250,A02,1243,33,20150526,21,990,1
10938,151907,A03,267,289,20150805,20,30294,1
12959,53665,A03,63,68,20150721,13,1990,1
8777,321705,A01,138,26,20150709,18,55000,1
8864,104714,A01,145,2,20150606,19,78000,1
3480,426049,A01,77,4,20150616,17,620,1
2037,115011,A03,680,236,20150603,18,14900,1
4636,12486,A03,68,107,20151218,15,1290,1
271,182296,A02,1553,40,20151012,11,10900,1
5170,13680,A02,1246,6,20150822,19,4700,1
17500,138777,A02,1183,19,20150116,15,2160,4
8145,13379,A02,1415,6,20150806,10,5900,1
3549,72843,A02,265,8,20150731,13,2000,1
5031,448693,A01,31,12,20150901,18,6670,1
5720,87477,A02,1433,11,20150521,21,720,1
4509,65835,A04,57,538,20151105,12,1500,1
8382,90723,A03,154,454,20150120,15,2990,1
5920,145892,A02,189,20,20150705,17,6800,1
7200,67377,A04,127,3408,20151111,17,1200,1
6362,292573,A01,86,2,20150330,15,5450,1
738,63786,A01,451,29,20150120,12,20000,1
17044,172384,A02,1434,33,20151225,10,1500,1
2029,384162,A01,55,25,20151025,16,1000,1
10141,73631,A03,731,107,20150817,19,5200,1
14736,321452,A01,20,37,20150511,15,3900,1
3156,39319,A02,198,7,20150606,23,4300,1
11383,405425,A01,82,29,20150609,19,3500,1
86,87751,A02,490,11,20150603,22,12900,1
15894,239688,A02,899,83,20150711,14,1600,1
3204,31620,A02,1070,7,20150417,17,2200,1
3072,107296,A03,403,196,20150603,16,2400,1
7990,169562,A02,1233,32,20150912,20,500,1
4393,473880,A01,615,4,20150426,19,50,1
3445,278791,A02,65,101,20150129,16,15000,1
3798,150343,A02,733,24,20150503,14,3100,1
9712,127939,A02,1442,16,20150802,16,2520,1
7420,304874,A02,245,114,20150710,18,6500,1
10672,184881,A02,1453,42,20151119,20,2080,1
18575,73585,A01,228,11,20150524,18,441000,1
1132,161494,A02,923,29,20150519,19,8900,1
16950,317913,A02,210,127,20150714,22,3600,1
6593,201312,A02,913,52,20150723,18,12900,1
577,91818,A02,77,11,20151221,14,5770,1
8082,213745,A01,145,29,20151010,10,130000,1
9827,47249,A03,112,67,20150104,11,2990,1
10048,62037,A03,405,92,20150516,19,2400,1
7005,22366,A03,302,307,20151120,19,2950,1
7534,93215,A03,180,157,20150615,12,5980,1
7664,239872,A01,210,9,20150808,15,14900,1
15305,39814,A01,420,32,20150608,14,39000,1
3221,81785,A01,145,25,20151217,16,57000,1
6824,61789,A03,506,91,20150122,18,1000,2
8281,11250,A04,324,1863,20150312,8,4500,1
2374,239131,A02,377,83,20150519,20,29000,29
11362,5624,A01,209,2,20150719,11,99000,1
1441,7303,A01,587,2,20150625,14,191200,1
6955,297695,A02,1233,109,20151118,21,4200,1
9685,7032,A03,403,44,20151205,15,990,1
13885,148706,A02,1467,22,20150704,14,2500,1
11576,125374,A01,577,23,20150620,13,118400,1
516,189028,A01,117,6,20150104,13,22000,1
13702,156496,A03,22,301,20150624,21,5400,3
4274,267899,A02,1155,93,20151212,15,30000,1
12077,10307,A02,823,6,20150218,11,3500,1
18068,94533,A03,260,163,20150526,12,3500,1
5676,165184,A02,1232,30,20150808,17,4980,1
5923,80193,A03,492,116,20150711,21,1930,1
11702,73465,A04,60,3898,20151210,0,1800,2
19497,89701,A03,407,452,20150923,22,1190,1
5417,43269,A04,304,3,20150806,23,6000,3
8552,154611,A03,68,297,20150822,18,1490,1
11646,13758,A02,1433,6,20150826,10,1040,1
2553,126666,A02,916,16,20150711,20,6900,1
18526,153435,A03,308,294,20151004,20,4100,1
9063,45521,A01,206,2,20150325,16,159000,1
10747,173066,A01,210,31,20150525,16,12900,1
8328,225956,A02,1526,72,20150328,15,19700,1
9348,275636,A01,210,2,20150305,17,12900,1
18959,22102,A03,44,303,20151127,15,2980,1
9465,29359,A02,479,7,20150401,10,180000,18
13811,110784,A03,472,465,20150118,19,16590,1
5590,445833,A01,615,2,20150425,16,50,1
4335,308302,A02,897,116,20150918,12,7800,2
18598,286324,A02,1068,106,20150413,20,2000,2
2518,54769,A02,58,7,20150916,23,680,1
17395,61406,A03,407,88,20150124,16,880,1
7761,452960,A01,9,20,20151014,19,4400,1
6844,18753,A03,233,217,20151210,17,9990,1
2869,245772,A01,122,25,20150627,17,16000,1
11600,4234,A02,169,3,20150816,16,10990,1
6253,57783,A04,272,22,20151002,15,850,1
6356,32237,A04,300,3067,20150622,15,1200,2
5449,117133,A02,1518,15,20151224,11,66900,1
334,452553,A01,6,2,20151210,19,22050,1
7796,69054,A02,679,8,20150104,21,380,1
11027,176877,A02,1248,39,20150311,16,950,1
11385,102355,A01,183,2,20150505,19,59500,1
1541,36779,A04,75,4388,20150711,10,1400,1
7387,295726,A02,1154,108,20150607,21,23000,1
1317,46264,A03,18,63,20150827,16,3990,1
5448,134880,A03,285,336,20150428,20,6100,1
2355,60869,A02,1245,7,20151101,19,5850,1
16425,135124,A02,1166,16,20151212,18,1500,1
5136,105445,A02,1220,13,20150906,18,3580,1
5392,73592,A01,420,47,20150907,15,41400,1
6418,72039,A02,851,8,20150620,17,9890,430
3854,68465,A02,1447,7,20151224,17,9950,1
533,318286,A02,1232,127,20150830,11,4980,1
17394,283460,A01,210,6,20151127,16,34900,1
2387,71808,A02,852,8,20150607,16,7088,358
14305,315382,A02,672,125,20150314,20,3000,1
10656,306235,A02,672,115,20150116,14,6400,1
8666,300727,A02,1267,112,20150321,20,13200,5
3197,55731,A02,1447,7,20150922,20,14000,1
1861,74746,A02,646,8,20151116,18,14500,1
19444,245460,A02,17,86,20150406,20,1480,1
18106,301092,A02,1620,112,20150814,16,3000,1
7024,384316,A01,60,9,20150529,15,14900,1
19563,70727,A03,405,107,20150423,13,1250,1
11579,34034,A02,1048,7,20150503,17,6650,1
4945,54152,A02,42,7,20150911,21,4700,1
6090,287248,A02,1299,106,20150518,16,3980,1
8109,404926,A01,210,15,20150426,19,12900,1
1815,25717,A01,535,1,20151213,14,5200000,1
2241,351815,A01,9,37,20150204,19,2200,1
12789,56636,A03,625,70,20150612,16,5990,1
7060,351889,A01,12,26,20151221,17,5000,1
11767,74095,A02,388,8,20151012,21,95400,6
1539,40569,A01,308,15,20151001,16,59000,1
11943,235008,A02,197,81,20150813,19,5200,1
14358,58949,A02,897,7,20151018,16,3980,1
15827,26190,A04,304,4126,20150526,13,1200,1
18718,61366,A03,505,89,20151013,21,500,1
4095,245322,A02,893,86,20150324,11,1000,196
1987,45704,A02,1083,7,20150718,11,3700,1
17042,6370,A03,719,34,20151225,11,1150,1
5237,80565,A03,47,116,20150814,17,1590,1
739,98873,A02,6,13,20150430,17,1500,1
1951,64832,A02,984,7,20151129,22,2000,1
250,166235,A01,478,31,20150510,12,49950,1
8761,96465,A03,231,173,20150201,15,7331,1
12738,192398,A02,897,46,20151203,18,2500,1
11441,114000,A03,486,230,20150928,19,3010,1
10870,230470,A02,205,75,20151129,16,2184,1
9954,210042,A02,1163,56,20151014,19,2600,1
5714,28664,A01,366,5,20150717,15,178000,1
9632,344880,A01,189,37,20150201,19,89000,1
2034,28683,A02,505,7,20150328,18,16800,3
4637,47567,A03,642,67,20150929,16,16900,1
844,431608,A01,77,7,20150618,17,6720,1
12589,88843,A03,407,139,20150331,15,1450,1
446,281797,A02,16,103,20150905,15,1848,1
19372,4297,A03,776,7,20151218,18,300,1
4665,104510,A03,191,187,20150623,11,4000,2
9428,374142,A01,85,14,20150429,16,10000,1
1485,399692,A01,13,15,20150313,17,10000,1
27,283840,A02,1255,106,20150105,13,8850,1
2587,55222,A01,157,20,20150808,17,800000,1
11797,45651,A02,1432,7,20150718,21,970,1
4443,159053,A03,505,307,20150609,16,2000,4
1331,64330,A01,60,2,20151214,13,17100,1
3942,73985,A02,57,8,20151006,14,9900,10
8287,281630,A02,679,103,20150806,18,250,1
12707,309047,A02,479,117,20150910,12,10000,1
4960,10066,A04,57,3421,20150305,18,2700,3
3433,102891,A03,894,187,20150217,13,40,1
6179,150219,A02,388,24,20150416,15,22800,2
10335,22098,A03,275,303,20151123,11,14940,3
7605,60823,A02,1444,7,20151101,21,2700,1
17330,36633,A04,303,1246,20150711,21,1500,1
10388,71676,A04,325,1315,20151202,7,4500,1
9711,231619,A02,1236,77,20150425,21,1980,1
9760,476854,A01,19,4,20151010,20,1920,1
15323,10071,A01,576,47,20150807,16,164300,1
5453,51525,A02,815,7,20150824,18,6900,1
4432,61727,A04,286,2028,20151018,11,1700,1
5269,27714,A01,200,1,20150625,15,649000,1
9836,371225,A01,19,14,20150718,15,3900,1
13938,34071,A02,1183,7,20150503,19,380,1
4665,24340,A02,77,7,20150226,21,5950,1
521,474431,A01,19,20,20150410,19,2380,1
11857,73270,A02,1210,8,20150824,17,2350,1
14049,289968,A02,42,106,20150826,22,6600,1
1550,182031,A01,146,2,20150530,15,88000,1
2262,444854,A01,318,4,20150220,19,245000,245
15777,344353,A01,55,49,20151001,19,1180,1
17613,108950,A02,943,13,20151123,21,9900,1
19706,159350,A02,1087,27,20150905,20,790,1
